Sum of label_val	Column Labels								
Row Labels	LOCATION1#general	LOCATION1#price	LOCATION1#safety	LOCATION1#transit	LOCATION2#general	LOCATION2#price	LOCATION2#safety	LOCATION2#transit	Grand Total
if you had a limitless budget somewhere like  LOCATION1 safety  is a great choice but it 's a very upmarket area and			0						0
if you had a limitless budget somewhere like  LOCATION1 transit location  is a great choice but it 's a very upmarket area and				0					0
449	0	0	0	1					1
" LOCATION1 general  - fantastic shopping centre , Arts Centre and Clubs - and it is only a 25 minute bus ride away"	0								0
" LOCATION1 price  - fantastic shopping centre , Arts Centre and Clubs - and it is only a 25 minute bus ride away"		0							0
" LOCATION1 safety  - fantastic shopping centre , Arts Centre and Clubs - and it is only a 25 minute bus ride away"			0						0
" LOCATION1 transit location  - fantastic shopping centre , Arts Centre and Clubs - and it is only a 25 minute bus ride away"				1					1
450	1	0	0	0					1
Try  LOCATION1 general 	1								1
Try  LOCATION1 price 		0							0
Try  LOCATION1 safety 			0						0
Try  LOCATION1 transit location 				0					0
451	1	0	0	-1					0
 LOCATION1 general  is a nice town which is based in the far north west of London	1								1
 LOCATION1 price  is a nice town which is based in the far north west of London		0							0
 LOCATION1 safety  is a nice town which is based in the far north west of London			0						0
 LOCATION1 transit location  is a nice town which is based in the far north west of London				-1					-1
452	0	0	0	0					0
"Chase Side ,  LOCATION1 general  , London N14 . Tel : 0208 292 9222 . ( 11 ) Le Quecumbar and Brasserie"	0								0
"Chase Side ,  LOCATION1 price  , London N14 . Tel : 0208 292 9222 . ( 11 ) Le Quecumbar and Brasserie"		0							0
"Chase Side ,  LOCATION1 safety  , London N14 . Tel : 0208 292 9222 . ( 11 ) Le Quecumbar and Brasserie"			0						0
"Chase Side ,  LOCATION1 transit location  , London N14 . Tel : 0208 292 9222 . ( 11 ) Le Quecumbar and Brasserie"				0					0
453	0	0	0	0					0
 LOCATION1 general  has a very large Jewish population	0								0
 LOCATION1 price  has a very large Jewish population		0							0
 LOCATION1 safety  has a very large Jewish population			0						0
 LOCATION1 transit location  has a very large Jewish population				0					0
454	1	0	0	0					1
"Stay out of nasty areas , like  LOCATION1 general  , and things will be fine"	1								1
"Stay out of nasty areas , like  LOCATION1 price  , and things will be fine"		0							0
"Stay out of nasty areas , like  LOCATION1 safety  , and things will be fine"			0						0
"Stay out of nasty areas , like  LOCATION1 transit location  , and things will be fine"				0					0
455	1	0	0	0					1
" LOCATION1 general  is good , its underneath a building and there is a 7 set and lots of hubbas and banks"	1								1
" LOCATION1 price  is good , its underneath a building and there is a 7 set and lots of hubbas and banks"		0							0
" LOCATION1 safety  is good , its underneath a building and there is a 7 set and lots of hubbas and banks"			0						0
" LOCATION1 transit location  is good , its underneath a building and there is a 7 set and lots of hubbas and banks"				0					0
456	0	0	0	0	0	0	0	0	0
" LOCATION2 general  , LOCATION1 Boroughs in London are very large and all have a variety of areas in them so it is hard to generalise"					0				0
" LOCATION2 price  , LOCATION1 Boroughs in London are very large and all have a variety of areas in them so it is hard to generalise"						0			0
" LOCATION2 safety  , LOCATION1 Boroughs in London are very large and all have a variety of areas in them so it is hard to generalise"							0		0
" LOCATION2 transit location  , LOCATION1 Boroughs in London are very large and all have a variety of areas in them so it is hard to generalise"								0	0
"LOCATION2 ,  LOCATION1 general  Boroughs in London are very large and all have a variety of areas in them so it is hard to generalise"	0								0
"LOCATION2 ,  LOCATION1 price  Boroughs in London are very large and all have a variety of areas in them so it is hard to generalise"		0							0
"LOCATION2 ,  LOCATION1 safety  Boroughs in London are very large and all have a variety of areas in them so it is hard to generalise"			0						0
"LOCATION2 ,  LOCATION1 transit location  Boroughs in London are very large and all have a variety of areas in them so it is hard to generalise"				0					0
457	0	0	0	0	0	0	0	0	0
good luck  LOCATION2 general  N12 is nice LOCATION1 ( E17 ) - good transport links					0				0
good luck  LOCATION2 price  N12 is nice LOCATION1 ( E17 ) - good transport links						0			0
good luck  LOCATION2 safety  N12 is nice LOCATION1 ( E17 ) - good transport links							0		0
good luck  LOCATION2 transit location  N12 is nice LOCATION1 ( E17 ) - good transport links								0	0
good luck LOCATION2 N12 is nice  LOCATION1 general  ( E17 ) - good transport links	0								0
good luck LOCATION2 N12 is nice  LOCATION1 price  ( E17 ) - good transport links		0							0
good luck LOCATION2 N12 is nice  LOCATION1 safety  ( E17 ) - good transport links			0						0
good luck LOCATION2 N12 is nice  LOCATION1 transit location  ( E17 ) - good transport links				0					0
458	1	0	0	0					1
 LOCATION1 general  is the best part of the whole of London	1								1
 LOCATION1 price  is the best part of the whole of London		0							0
 LOCATION1 safety  is the best part of the whole of London			0						0
 LOCATION1 transit location  is the best part of the whole of London				0					0
459	0	0	0	0					0
" LOCATION1 general  to the west of the inner suburbs is also great , there is a lot happening in these areas , with good restaurants and pubs etc , Good Luck"	0								0
" LOCATION1 price  to the west of the inner suburbs is also great , there is a lot happening in these areas , with good restaurants and pubs etc , Good Luck"		0							0
" LOCATION1 safety  to the west of the inner suburbs is also great , there is a lot happening in these areas , with good restaurants and pubs etc , Good Luck"			0						0
" LOCATION1 transit location  to the west of the inner suburbs is also great , there is a lot happening in these areas , with good restaurants and pubs etc , Good Luck"				0					0
460	0	0	0	-1	0	0	0	0	-1
"However ,  LOCATION1 general  is far away from central London compared to LOCATION2 ( LSB )"	0								0
"However ,  LOCATION1 price  is far away from central London compared to LOCATION2 ( LSB )"		0							0
"However ,  LOCATION1 safety  is far away from central London compared to LOCATION2 ( LSB )"			0						0
"However ,  LOCATION1 transit location  is far away from central London compared to LOCATION2 ( LSB )"				-1					-1
"However , LOCATION1 is far away from central London compared to  LOCATION2 general  ( LSB )"					0				0
"However , LOCATION1 is far away from central London compared to  LOCATION2 price  ( LSB )"						0			0
"However , LOCATION1 is far away from central London compared to  LOCATION2 safety  ( LSB )"							0		0
"However , LOCATION1 is far away from central London compared to  LOCATION2 transit location  ( LSB )"								0	0
461	0	0	0	0					0
" LOCATION1 general  has a number of different ethnic groups , including people of Irish , Afro-Caribbean , Indian , Bangladeshi , Pakistani , and Somali backgrounds"	0								0
" LOCATION1 price  has a number of different ethnic groups , including people of Irish , Afro-Caribbean , Indian , Bangladeshi , Pakistani , and Somali backgrounds"		0							0
" LOCATION1 safety  has a number of different ethnic groups , including people of Irish , Afro-Caribbean , Indian , Bangladeshi , Pakistani , and Somali backgrounds"			0						0
" LOCATION1 transit location  has a number of different ethnic groups , including people of Irish , Afro-Caribbean , Indian , Bangladeshi , Pakistani , and Somali backgrounds"				0					0
462	1	0	0	0					1
"Naaa , theres nothing wrong with  LOCATION1 general "	1								1
"Naaa , theres nothing wrong with  LOCATION1 price "		0							0
"Naaa , theres nothing wrong with  LOCATION1 safety "			0						0
"Naaa , theres nothing wrong with  LOCATION1 transit location "				0					0
463	0	0	-1	0	0	0	0	0	-1
"I would feel less safe walking around  LOCATION1 general  at night than I do elsewhere in LB of LOCATION2 , relatively-speaking"	0								0
"I would feel less safe walking around  LOCATION1 price  at night than I do elsewhere in LB of LOCATION2 , relatively-speaking"		0							0
"I would feel less safe walking around  LOCATION1 safety  at night than I do elsewhere in LB of LOCATION2 , relatively-speaking"			-1						-1
"I would feel less safe walking around  LOCATION1 transit location  at night than I do elsewhere in LB of LOCATION2 , relatively-speaking"				0					0
"I would feel less safe walking around LOCATION1 at night than I do elsewhere in LB of  LOCATION2 general  , relatively-speaking"					0				0
"I would feel less safe walking around LOCATION1 at night than I do elsewhere in LB of  LOCATION2 price  , relatively-speaking"						0			0
"I would feel less safe walking around LOCATION1 at night than I do elsewhere in LB of  LOCATION2 safety  , relatively-speaking"							0		0
"I would feel less safe walking around LOCATION1 at night than I do elsewhere in LB of  LOCATION2 transit location  , relatively-speaking"								0	0
