Row Labels,LOCATION1#general,LOCATION1#price,LOCATION1#safety,LOCATION1#transit,LOCATION2#general,LOCATION2#price,LOCATION2#safety,LOCATION2#transit
It 's on  LOCATION1   which is walking distance to the victoria Line,0,0,0,1,,,,
It 's not like districts like LOCATION1 or  LOCATION2  ,,,,,0,0,0,0
It 's not like districts like  LOCATION1   or LOCATION2,0,0,0,0,,,,
It 's called  LOCATION1  ,0,0,0,0,,,,
"It 's an old sewage plant in  LOCATION1   , reclaimed and nowa haven for wildlife , especially birds",0,0,0,0,,,,
"It 's a myth that  LOCATION1   is cheap , s have shot up due to the Olympics The words `` dont cost too much `` and `` London `` dont belong in the same sentence",0,-1,0,0,,,,
"it 's a bit expensive round  LOCATION1   , but there are a few places round there , but mainly hotels",0,-1,0,0,,,,
"Islam has not taken this area over , so it 's not all bad , but  LOCATION1   council is 'Loony Left ' PC Brigade Another yank that seems to think that the UK is ruled by people that think women should cover up",0,0,0,0,,,,
is your best bet Enter your requirements on am thinking of LOCATION2 and preferably near  LOCATION1  ,1,0,0,0,,,,
is your best bet Enter your requirements on am thinking of  LOCATION2   and preferably near LOCATION1,,,,,1,0,0,0
interesting Q really I would say  LOCATION1   where Jade Goody comes from,0,0,0,0,,,,
in the suburbs of London in  LOCATION1  ,0,0,0,0,,,,
In the  LOCATION1   area of LOCATION1 you will find the Roundhouse a great theatre/arts venue,0,0,0,0,,,,
"In terms of value and proximity to central London , I would consider the LOCATION2 area and other areas of  LOCATION1   that are on the DLR",0,0,0,1,,,,
"In terms of value and proximity to central London , I would consider the  LOCATION2   area and other areas of LOCATION1 that are on the DLR",,,,,0,0,0,1
In other words the best place to live in London is LOCATION1 and  LOCATION2  ,,,,,0,0,0,0
In other words the best place to live in London is  LOCATION1   and LOCATION2,0,0,0,0,,,,
In N16 you either frequent small cafes along  LOCATION1   High Street smoking bubble pipes,0,0,0,0,,,,
"In LOCATION2 ,  LOCATION1   area belong to mostly bengali from Bangladesh",0,0,0,0,,,,
"in LOCATION1 , that way when you are going to and from  LOCATION2   all you have to do is get on the train and not have to worry about getting across London on the Tube with your suitcases and risk delays and so on",,,,,0,0,0,0
"In fact you do n't live too far from where my boyfriend lives  LOCATION1   is inbetween , its nice because its close to the thames , and very central",1,0,0,1,,,,
"In fact , both LOCATION2 and  LOCATION1   contain some of the grandest suburban areas of Greater London",1,0,0,0,,,,
"In fact , both  LOCATION2   and LOCATION1 contain some of the grandest suburban areas of Greater London",,,,,1,0,0,0
In comes  LOCATION1  ,0,0,0,0,,,,
In an area called  LOCATION1  ,0,0,0,0,,,,
"In  LOCATION2   , LOCATION1 area belong to mostly bengali from Bangladesh",,,,,0,0,0,0
In  LOCATION1   you can get a bedsit with seperate bathroom and kitchen for circa 620 per month,0,0,0,0,,,,
"In  LOCATION1   you 've got loads of shops , bars and restaurants and it 's only a short walk to LOCATION2e for cinemas and more bars and shops",0,0,0,1,,,,
"in  LOCATION1   , that way when you are going to and from LOCATION2 all you have to do is get on the train and not have to worry about getting across London on the Tube with your suitcases and risk delays and so on",0,0,0,0,,,,
In  LOCATION1  ,0,0,0,0,,,,
Images of  LOCATION1   - the camera never lies,0,0,0,0,,,,
Im not a fan of  LOCATION1   at all,-1,0,0,0,,,,
"If your on a tighter budget try LOCATION1 ,  LOCATION2   areas Yes S",,,,,0,1,0,0
"If your on a tighter budget try  LOCATION1   , LOCATION2 areas Yes S",0,1,0,0,,,,
"If you wish to live closer to Central London , look into areas like LOCATION2 ,  LOCATION1  ",1,0,0,1,,,,
"If you wish to live closer to Central London , look into areas like  LOCATION2   , LOCATION1",,,,,1,0,0,1
"If you were to look at your `` one hour '' limit in terms of time rather than distance , you can get a long way from LOCATION2 or  LOCATION1   stations in an hour and live a bit further out",0,0,0,0,,,,
"If you were to look at your `` one hour '' limit in terms of time rather than distance , you can get a long way from  LOCATION2   or LOCATION1 stations in an hour and live a bit further out",,,,,0,0,0,0
"If you want to live in the middle of it all then somewhere like the docklands is good , especially  LOCATION1   , which is very touristy",0,0,0,0,,,,
"If you want to live in LOCATION1 , try aiming for  LOCATION2  ",,,,,0,0,0,0
"If you want to live in  LOCATION1   , try aiming for LOCATION2",0,0,0,0,,,,
"if you want to live a bit closer towards central London try  LOCATION1   , i was brought up there and i loved it",1,0,0,1,,,,
If you want to go out drinking where the cool kids go head to  LOCATION1  ,0,0,0,0,,,,
If you want  LOCATION1   then Outer south-East London makes the most sense,0,0,0,0,,,,
"If you miss your countrymen , then I think that  LOCATION1   is the place to be",0,0,0,0,,,,
"If you mean in NW London , I would highly recommend  LOCATION1  ",1,0,0,0,,,,
"If you mean flying from the US , then it 's basically only  LOCATION1   and Gatwick that handle long-haul flights , and it does't matter which one you fly into as it 's easy to get from either to the London centre",0,0,0,1,,,,
"If you live in the London , e g zone 1 (  LOCATION1   ) its expensive",0,-1,0,0,,,,
If you like themeparks then  LOCATION1   has a lot of child friendly things including a mini zoo and aquarium - not sure if it 's open in January - have to check,0,0,0,0,,,,
"If you like shopping , check out LOCATION2 market and  LOCATION1  ",0,0,0,0,,,,
"If you like shopping , check out  LOCATION2   market and LOCATION1",,,,,0,0,0,0
"If you like curry , art , markets and crowds you will like  LOCATION1  ",0,0,0,0,,,,
if you have a really good budget then  LOCATION1  ,0,-1,0,0,,,,
"If you go South of the river , a comparable place is LOCATION2 , not  LOCATION1  ",0,0,0,0,,,,
"If you go South of the river , a comparable place is  LOCATION2   , not LOCATION1",,,,,0,0,0,0
"If you go further into the centre of London then there 's LOCATION1 ,  LOCATION2  ",,,,,0,0,0,1
"If you go further into the centre of London then there 's  LOCATION1   , LOCATION2",0,0,0,1,,,,
If you do n't mind living quite a long way out places like LOCATION1 and  LOCATION2   are also cheap and quite nice,,,,,1,1,0,-1
If you do n't mind living quite a long way out places like  LOCATION1   and LOCATION2 are also cheap and quite nice,1,1,0,-1,,,,
If you do n't mind being further out of London  LOCATION1   is another option and more affordable than richmond,0,1,0,-1,,,,
"If you do n't mind about a fairly lengthy train commute , it would be lovely to live on the  LOCATION1  ",0,0,0,-1,,,,
"If you do n't like 'Dangerous ' places , I really recommend not moving to  LOCATION1  ",0,0,0,0,,,,
"if you can avoid living in  LOCATION1   then do so , but by far the most important thing is how you you behave",0,0,0,0,,,,
If you can afford it then  LOCATION1   ( where LOCATION1 is ) is gorgeous but out of most people 's  ranges,1,-1,0,0,,,,
"If you are working in the London ,  LOCATION1   is only 15 mins on c2c overland train , which is good if you do n't much fancy the tube",0,0,0,1,,,,
"If you are poor , you might live in  LOCATION1  ",0,1,0,0,,,,
"If you are on a budget , people usually stay in the  LOCATION1   area which is very popular , and has pretty good nightlife of its own",1,1,0,0,,,,
"if you 've got the opportunity for cheap or free accommodation there , then go for it  LOCATION1   is not necessarily the most sought-after area of London , it has got a very high south Asian population and loads of shops",-1,0,0,0,,,,
"If you 're up to spend a lot , theres a lot of posh places across LOCATION2 and  LOCATION1  ",0,-1,0,0,,,,
"If you 're up to spend a lot , theres a lot of posh places across  LOCATION2   and LOCATION1",,,,,0,-1,0,0
"If you 're out a lot , do n't buy a ground-floor flat I used to live in  LOCATION1   and often passed through Kenninton",0,0,0,0,,,,
"If you 're looking at areas to live , LOCATION1 and  LOCATION2   are fine",,,,,0,0,0,0
"If you 're looking at areas to live ,  LOCATION1   and LOCATION2 are fine",0,0,0,0,,,,
"if you 're gon na live here , I live in  LOCATION1   and it 's lovely , very safe , very lively close to everything",1,0,1,1,,,,
if ur not driving you can get a train to  LOCATION1   station as well or get a bus,0,0,0,1,,,,
"If the only London suburbs you 've been to are LOCATION2 and  LOCATION1   , then I imagine you have a favourable impression of what Greater London in  is like",0,0,0,0,,,,
"If the only London suburbs you 've been to are  LOCATION2   and LOCATION1 , then I imagine you have a favourable impression of what Greater London in  is like",,,,,0,0,0,0
If not the local council may have records in their libraries department There was one on LOCATION1 flats  LOCATION2   e12 they wre identified by a yellow diomond on the back of thier tunic,,,,,0,0,0,0
If not the local council may have records in their libraries department There was one on  LOCATION1   flats LOCATION2 e12 they wre identified by a yellow diomond on the back of thier tunic,0,0,0,0,,,,
If money is no object look at LOCATION2 and  LOCATION1  ,1,-1,0,0,,,,
If money is no object look at  LOCATION2   and LOCATION1,,,,,1,-1,0,0
"If it was the side closer to  LOCATION1   , I would not accept as I know it can be dangerous there",0,0,-1,0,,,,
"If it is in your budget then  LOCATION1   , near LOCATION1 may be your choice",1,-1,0,0,,,,
If I were you I would try the  LOCATION1   area,1,0,0,0,,,,
"If I were you , I 'd look into  LOCATION1  ",1,0,0,0,,,,
If I had the money LOCATION1 or  LOCATION2  ,,,,,1,-1,0,0
If I had the money  LOCATION1   or LOCATION2,1,-1,0,0,,,,
"If I had the dough , I 'd opt for  LOCATION1   , ( where me girlfriend comes from )",1,-1,0,0,,,,
If I had the choice I would live just north of LOCATION1 which has some very nice areas and also has easy access to  LOCATION2  ,,,,,0,0,0,0
If I had the choice I would live just north of  LOCATION1   which has some very nice areas and also has easy access to LOCATION2,0,0,0,1,,,,
If I had a real choice I 'd move back to  LOCATION1  ,0,0,0,0,,,,
If anything  LOCATION1   is the scum of all scum places,-1,0,0,0,,,,
"If anyone comes door to door I video them , it 's amazing how quickly they disappear i live in a flat on  LOCATION1   so i should defently get offered a fire alarm but no one has offered",0,0,0,0,,,,
"Id stay away from  LOCATION1   , pretty rough",-1,0,-1,0,,,,
"id much rather be in LOCATION1 , but there are areas like  LOCATION2   that i tend to stay clear of",,,,,-1,0,0,0
"id much rather be in  LOCATION1   , but there are areas like LOCATION2 that i tend to stay clear of",-1,0,0,0,,,,
I would think ( but do n't know ) that  LOCATION1   is fine,1,0,0,0,,,,
I would therefore pick  LOCATION1   because its quite a nice area,-1,0,0,0,,,,
I would suggest you LOCATION1 and  LOCATION2   are great places to live,,,,,0,0,0,0
I would suggest you  LOCATION1   and LOCATION2 are great places to live,0,0,0,0,,,,
"I would suggest that living at the  LOCATION1   end of bethnal would be properly scummy , it 's horribly busy , dirty and overcrowded",-1,0,0,0,,,,
I would suggest  LOCATION1   its only 15 minutes away on the train and the north circular is only 15 minute drive down,1,0,0,0,,,,
i would say to live in north LOCATION2 in the area called  LOCATION1  ,0,0,0,0,,,,
i would say to live in north  LOCATION2   in the area called LOCATION1,,,,,0,0,0,0
I would say to live in  LOCATION1   as the rent is cheaper and the location is quite close to the central London,0,1,0,1,,,,
I would say the most expensive part of London to live is  LOCATION1  ,0,-1,0,0,,,,
"I would say  LOCATION1   is quite safe , a lot of very wealthy people living there",0,-1,1,0,,,,
"I would recommend trying out the markets , especially LOCATION1 Market for clothes and  LOCATION2   for a very 'authentic ' feel of a typical London market",,,,,0,0,0,0
"I would recommend trying out the markets , especially  LOCATION1   Market for clothes and LOCATION2 for a very 'authentic ' feel of a typical London market",0,0,0,0,,,,
"i would recommend a place with lots of green , like  LOCATION1   , its very quiet",0,0,0,0,,,,
I would recommend  LOCATION1   over LOCATION1,1,0,0,0,,,,
"I would recommend  LOCATION1   because it is 24 hours alive , nice shops and restaurants and ppl never get bored in LOCATION1",1,0,0,0,,,,
"i would recommend  LOCATION1   , it is better in my opinion , hence it is more expensive i think",1,-1,0,0,,,,
i would prefert  LOCATION1   more,1,0,0,0,,,,
"I would personally recommend the  LOCATION1   , in the east of the London",1,0,0,0,,,,
I would n't say the  LOCATION1   is a hole like the other person did,1,0,0,0,,,,
I would n't recommend  LOCATION1   at all,-1,0,0,0,,,,
I would n't live in LOCATION1 ( Too dangerous - it 's way above the Met average for all types of crime ) or  LOCATION2   - which is both expensive and well above the Met average for Burglary and Robbery,,,,,0,-1,-1,0
I would n't live in  LOCATION1   ( Too dangerous - it 's way above the Met average for all types of crime ) or LOCATION2 - which is both expensive and well above the Met average for Burglary and Robbery,0,0,-1,0,,,,
I would n't live in  LOCATION1  ,0,0,0,0,,,,
i would maybe look around the  LOCATION1   area,1,0,0,0,,,,
I would hardly consider LOCATION1 to far out  LOCATION2   is not an unsafe area,,,,,0,0,1,0
I would hardly consider  LOCATION1   to far out LOCATION2 is not an unsafe area,-1,0,0,-1,,,,
"I would go for  LOCATION1   , which has a 'villagey ' feel about it and ( from my experience ) is very safe and very attractive",1,0,1,0,,,,
"I would go for  LOCATION1   , the previous posters have obviously never been to both areas I 'm currently staying with my Mum in LOCATION1 ( I 'm a local )",1,0,0,0,,,,
I would give LOCATION1 and  LOCATION2   a wide birth if I were you,,,,,-1,0,0,0
I would give  LOCATION1   and LOCATION2 a wide birth if I were you,-1,0,0,0,,,,
"I would feel fine transport wise  LOCATION1   is brilliant two tube lines , rail lines , loads of buses from there you can get to just about anywhere in London easily",0,0,0,1,,,,
"I would describe most of  LOCATION1   as being like a foreign country , if you walk down the high street you 'll be lucky to see a white a face",0,0,0,0,,,,
I would consider areas around LOCATION1 and  LOCATION2  ,,,,,1,0,0,0
I would consider areas around  LOCATION1   and LOCATION2,1,0,0,0,,,,
I would choose something in  LOCATION1  ,1,0,0,0,,,,
"i would avoid walking through  LOCATION1   high street on ur own at night , and i would avoid any odd looking alleyways",0,0,-1,0,,,,
